County Name,Rate or Count,Type of Drug Class,Type of Rate or Count Measure,Time Measure,Year,Time Period,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude
Forest,1097.711388,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,27,27,42,053,"(41.5135787577, -79.2378099483)"
Union,1046.75412,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,60,60,42,119,"(40.9647313096, -77.0641580308)"
Northampton,1377.399845,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,48,48,42,095,"(40.754595404, -75.3126372576)"
Allegheny,1772.931234,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,2,02,42,003,"(40.4673554298, -79.9861984282)"
Clarion,1960.060326,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,16,16,42,031,"(41.1927912877, -79.4248360769)"
Delaware,1771.873716,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,23,23,42,045,"(39.9165786652, -75.4062771212)"
Clarion,1711.477456,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,16,16,42,031,"(41.1927912877, -79.4248360769)"
Lycoming,2005.69215,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,41,41,42,081,"(41.3445979226, -77.069424568)"
Bradford,1417.842999,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,8,08,42,015,"(41.7911781401, -76.5182562384)"
Schuylkill,1913.529589,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,54,54,42,107,"(40.707512431, -76.223323851)"
Mercer,25358,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q3,07/01/2017,,43,43,42,085,"(41.302377765, -80.2600941079)"
Cameron,2164.634146,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,12,12,42,023,"(41.4388026531, -78.2091693241)"
Blair,2310.035073,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,7,07,42,013,"(40.4855502384, -78.349076871)"
McKean,2270.021776,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,42,42,42,083,"(41.810370736, -78.5712201998)"
Warren,1915.076023,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,62,62,42,123,"(41.8167523652, -79.278581578)"
Lawrence,16062,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q3,07/01/2017,,37,37,42,073,"(40.9932503514, -80.3375411446)"
Berks,1338.027158,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,6,06,42,011,"(40.4193963513, -75.9307732705)"
Lancaster,1192.422956,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,36,36,42,071,"(40.0459079619, -76.2513876838)"
Bedford,2008.044554,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,5,05,42,009,"(40.0073753643, -78.4911647381)"
Venango,16223,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q3,07/01/2016,,61,61,42,121,"(41.4034125863, -79.7628656104)"
Potter,3087,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q4,10/01/2017,,53,53,42,105,"(41.7442064382, -77.8987922939)"
Crawford,1751.993408,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Northumberland,2147.801237,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,49,49,42,097,"(40.8515092572, -76.7118842273)"
Erie,1950.491912,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,25,25,42,049,"(41.9941378702, -80.0407591036)"
Mercer,2044.653244,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,43,43,42,085,"(41.302377765, -80.2600941079)"
Berks,62372,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q3,07/01/2016,,6,06,42,011,"(40.4193963513, -75.9307732705)"
Fulton,1644.276902,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,29,29,42,057,"(39.9248751086, -78.1148504535)"
Sullivan,1442,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q1,01/01/2017,,57,57,42,113,"(41.4480993958, -76.5147922046)"
Pennsylvania,2025227,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q2,04/01/2018,,0,00,42,000,"(39.346129, -75.167756)"
McKean,7968,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q1,01/01/2018,,42,42,42,083,"(41.810370736, -78.5712201998)"
Pike,6577,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q4,10/01/2016,,52,52,42,103,"(41.332571995, -75.0327092448)"
Tioga,1992.743853,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,59,59,42,117,"(41.7733383358, -77.2578807579)"
Lehigh,1486.163484,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,39,39,42,077,"(40.6146479416, -75.6009948118)"
Mifflin,9679,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q2,04/01/2017,,44,44,42,087,"(40.6127492804, -77.6200308901)"
Franklin,1619.422436,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,28,28,42,055,"(39.9278619704, -77.7239884483)"
Blair,2791.174255,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,7,07,42,013,"(40.4855502384, -78.349076871)"
Schuylkill,28117,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q1,01/01/2018,,54,54,42,107,"(40.707512431, -76.223323851)"
Luzerne,66915,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q4,10/01/2017,,40,40,42,079,"(41.1783643884, -75.991996098)"
Montgomery,98049,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q3,07/01/2018,,46,46,42,091,"(40.209898739, -75.3725200072)"
Warren,10904,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q1,01/01/2017,,62,62,42,123,"(41.8167523652, -79.278581578)"
Jefferson,6159,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q1,01/01/2018,,33,33,42,065,"(41.1313909115, -79.0010181419)"
Mifflin,7060,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q4,10/01/2018,,44,44,42,087,"(40.6127492804, -77.6200308901)"
Lancaster,66984,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q2,04/01/2018,,36,36,42,071,"(40.0459079619, -76.2513876838)"
Adams,1640.576141,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,1,01,42,001,"(39.8720956503, -77.2222427076)"
York,1226.108438,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,67,67,42,133,"(39.9219253124, -76.7257605231)"
Fayette,2145.866285,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,26,26,42,051,"(39.919447803, -79.6518963464)"
Lebanon,1856.118608,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,38,38,42,075,"(40.3675970024, -76.4618257486)"
Armstrong,11258,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q4,10/01/2018,,3,03,42,005,"(40.8150952555, -79.4731689893)"
Union,1424.37493,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,60,60,42,119,"(40.9647313096, -77.0641580308)"
Westmoreland,80295,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q2,04/01/2017,,65,65,42,129,"(40.3103149985, -79.471341176)"
Westmoreland,64354,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q4,10/01/2018,,65,65,42,129,"(40.3103149985, -79.471341176)"
Centre,13935,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q4,10/01/2018,,14,14,42,027,"(40.9193135008, -77.8250011212)"
Wyoming,5032,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q1,01/01/2017,,66,66,42,131,"(41.5189248803, -76.0181300338)"
Potter,2001,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q3,07/01/2018,,53,53,42,105,"(41.7442064382, -77.8987922939)"
Butler,2119.310772,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,10,10,42,019,"(40.9108318483, -79.9171177889)"
Dauphin,40198,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q4,10/01/2017,,22,22,42,043,"(40.4197463597, -76.7796056802)"
Montgomery,119937,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q1,01/01/2017,,46,46,42,091,"(40.209898739, -75.3725200072)"
Clinton,8127,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q2,04/01/2018,,18,18,42,035,"(41.2328627374, -77.6428376046)"
Susquehanna,1277.784555,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,58,58,42,115,"(41.8205685982, -75.8025030296)"
Allegheny,2323.449284,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,2,02,42,003,"(40.4673554298, -79.9861984282)"
Cambria,36372,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q3,07/01/2016,,11,11,42,021,"(40.4912749067, -78.7189417385)"
Crawford,2284.381202,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Berks,1302.10552,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,6,06,42,011,"(40.4193963513, -75.9307732705)"
Susquehanna,6245,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q4,10/01/2017,,58,58,42,115,"(41.8205685982, -75.8025030296)"
Cumberland,1377.356378,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,21,21,42,041,"(40.167598388, -77.268662705)"
Wyoming,2045.23827,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,66,66,42,131,"(41.5189248803, -76.0181300338)"
Luzerne,2137.088261,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,40,40,42,079,"(41.1783643884, -75.991996098)"
Monroe,1703.045595,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,45,45,42,089,"(41.0609178653, -75.3408360302)"
Montgomery,133443,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q4,10/01/2017,,46,46,42,091,"(40.209898739, -75.3725200072)"
Monroe,26640,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q4,10/01/2017,,45,45,42,089,"(41.0609178653, -75.3408360302)"
Somerset,13633,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q3,07/01/2016,,56,56,42,111,"(39.9714629901, -79.0310020611)"
Elk,1915.090903,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,24,24,42,047,"(41.4281941606, -78.6494771322)"
Pennsylvania,2053915,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q1,01/01/2018,,0,00,42,000,"(39.346129, -75.167756)"
Elk,1893.565586,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,24,24,42,047,"(41.4281941606, -78.6494771322)"
Lackawanna,2074.245235,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,35,35,42,069,"(41.4391006428, -75.6121834524)"
Somerset,1533.402236,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,56,56,42,111,"(39.9714629901, -79.0310020611)"
Columbia,10190,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q4,10/01/2018,,19,19,42,037,"(41.0491208559, -76.4100217975)"
Sullivan,554,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q2,04/01/2018,,57,57,42,113,"(41.4480993958, -76.5147922046)"
Washington,1519.262125,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,63,63,42,125,"(40.1910966345, -80.2518008276)"
Blair,30833,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q3,07/01/2018,,7,07,42,013,"(40.4855502384, -78.349076871)"
Blair,36625,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q1,01/01/2017,,7,07,42,013,"(40.4855502384, -78.349076871)"
Lancaster,1309.626213,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,36,36,42,071,"(40.0459079619, -76.2513876838)"
Indiana,2212.870646,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,32,32,42,063,"(40.6529549748, -79.0933349286)"
