County Name,Quarterly Rate,Overdose Type,Type of Rate,Time Measure,Time Period,Year,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude
Adams,6.74249531,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,1,01,42,001,"(39.8720956503, -77.2222427076)"
Philadelphia,25.35973039,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,51,51,42,101,"(40.0044435384, -75.140236002)"
Elk,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Not displayed when count is between 1 and 4.,24,24,42,047,"(41.4281941606, -78.6494771322)"
Crawford,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,Not displayed when count is between 1 and 4.,20,20,42,039,"(41.6854690692, -80.1132108295)"
Susquehanna,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,58,58,42,115,"(41.8205685982, -75.8025030296)"
Greene,8.702746804,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,30,30,42,059,"(39.8548039342, -80.2294381655)"
Huntingdon,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,31,31,42,061,"(40.4161050032, -77.9827661036)"
Cameron,,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Not displayed when count is between 1 and 4.,12,12,42,023,"(41.4388026531, -78.2091693241)"
Lawrence,25.98902686,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,37,37,42,073,"(40.9932503514, -80.3375411446)"
Schuylkill,8.206552617,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,54,54,42,107,"(40.707512431, -76.223323851)"
Perry,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Not displayed when count is between 1 and 4.,50,50,42,099,"(40.4041531744, -77.2590738496)"
Beaver,0.902853016,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,4,04,42,007,"(40.6834924548, -80.3510735648)"
Pike,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Not displayed when count is between 1 and 4.,52,52,42,103,"(41.332571995, -75.0327092448)"
Montour,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Not displayed when count is between 1 and 4.,47,47,42,093,"(41.0280182438, -76.6647052668)"
Cumberland,6.798205274,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,21,21,42,041,"(40.167598388, -77.268662705)"
Potter,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,Not displayed when count is between 1 and 4.,53,53,42,105,"(41.7442064382, -77.8987922939)"
Lawrence,3.44554319,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,37,37,42,073,"(40.9932503514, -80.3375411446)"
Susquehanna,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,Not displayed when count is between 1 and 4.,58,58,42,115,"(41.8205685982, -75.8025030296)"
Delaware,4.692790457,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,23,23,42,045,"(39.9165786652, -75.4062771212)"
Monroe,44.17218819,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,45,45,42,089,"(41.0609178653, -75.3408360302)"
Schuylkill,1.05212213,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,54,54,42,107,"(40.707512431, -76.223323851)"
Berks,6.413723454,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,6,06,42,011,"(40.4193963513, -75.9307732705)"
Columbia,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance. Not displayed when count is between 1 and 4.,19,19,42,037,"(41.0491208559, -76.4100217975)"
Carbon,10.80607019,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,13,13,42,025,"(40.9193670081, -75.7110703866)"
Blair,0.809998623,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,7,07,42,013,"(40.4855502384, -78.349076871)"
Philadelphia,2.688405004,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,51,51,42,101,"(40.0044435384, -75.140236002)"
Crawford,0.812451398,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Bucks,10.33174287,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,9,09,42,017,"(40.335011331, -75.1129124111)"
Monroe,0.595075158,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,45,45,42,089,"(41.0609178653, -75.3408360302)"
Lebanon,0.643988723,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,38,38,42,075,"(40.3675970024, -76.4618257486)"
Indiana,10.09081736,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,32,32,42,063,"(40.6529549748, -79.0933349286)"
Wyoming,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,66,66,42,131,"(41.5189248803, -76.0181300338)"
Perry,1.300756607,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,50,50,42,099,"(40.4041531744, -77.2590738496)"
Sullivan,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,No Emergency Department Identified in County.,57,57,42,113,"(41.4480993958, -76.5147922046)"
Adams,4.299562226,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,1,01,42,001,"(39.8720956503, -77.2222427076)"
Fayette,3.345905828,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,26,26,42,051,"(39.919447803, -79.6518963464)"
Lackawanna,10.53325805,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,35,35,42,069,"(41.4391006428, -75.6121834524)"
Butler,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Not displayed when count is between 1 and 4.,10,10,42,019,"(40.9108318483, -79.9171177889)"
Snyder,1.22546016,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,55,55,42,109,"(40.7711373692, -77.0725596804)"
Montour,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,Not displayed when count is between 1 and 4.,47,47,42,093,"(41.0280182438, -76.6647052668)"
Delaware,26.06537029,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,23,23,42,045,"(39.9165786652, -75.4062771212)"
Northampton,7.21807485,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,48,48,42,095,"(40.754595404, -75.3126372576)"
Fayette,15.35115773,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,26,26,42,051,"(39.919447803, -79.6518963464)"
Armstrong,1.523414887,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,3,03,42,005,"(40.8150952555, -79.4731689893)"
Westmoreland,1.191060242,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,65,65,42,129,"(40.3103149985, -79.471341176)"
Wayne,34.26791277,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,64,64,42,127,"(41.6496980525, -75.3051535022)"
Lehigh,12.85150644,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,39,39,42,077,"(40.6146479416, -75.6009948118)"
Pike,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,No Emergency Department Identified in County.,52,52,42,103,"(41.332571995, -75.0327092448)"
Chester,5.064578186,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,15,15,42,029,"(39.9748705566, -75.7562649818)"
Erie,12.47975359,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,25,25,42,049,"(41.9941378702, -80.0407591036)"
Carbon,89.55728287,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,13,13,42,025,"(40.9193670081, -75.7110703866)"
Cumberland,1.039725512,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,21,21,42,041,"(40.167598388, -77.268662705)"
Potter,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,53,53,42,105,"(41.7442064382, -77.8987922939)"
Lackawanna,0.806600842,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,35,35,42,069,"(41.4391006428, -75.6121834524)"
Butler,0.534450692,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,10,10,42,019,"(40.9108318483, -79.9171177889)"
Clearfield,34.2509197,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,17,17,42,033,"(41.0004290024, -78.4755834299)"
Jefferson,1.369737923,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,33,33,42,065,"(41.1313909115, -79.0010181419)"
Montour,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,47,47,42,093,"(41.0280182438, -76.6647052668)"
Northampton,6.361134457,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,48,48,42,095,"(40.754595404, -75.3126372576)"
Wayne,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Not displayed when count is between 1 and 4.,64,64,42,127,"(41.6496980525, -75.3051535022)"
Potter,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.,53,53,42,105,"(41.7442064382, -77.8987922939)"
Cambria,24.40431291,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,11,11,42,021,"(40.4912749067, -78.7189417385)"
Carbon,20.26342452,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,13,13,42,025,"(40.9193670081, -75.7110703866)"
Snyder,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,No Emergency Department Identified in County.,55,55,42,109,"(40.7711373692, -77.0725596804)"
Beaver,10.53328518,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,4,04,42,007,"(40.6834924548, -80.3510735648)"
Perry,4.552648124,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,50,50,42,099,"(40.4041531744, -77.2590738496)"
Washington,11.59612358,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,63,63,42,125,"(40.1910966345, -80.2518008276)"
Wyoming,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Not displayed when count is between 1 and 4.,66,66,42,131,"(41.5189248803, -76.0181300338)"
Montour,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Not displayed when count is between 1 and 4.,47,47,42,093,"(41.0280182438, -76.6647052668)"
Centre,6.147792942,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,14,14,42,027,"(40.9193135008, -77.8250011212)"
Bedford,8.044554455,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,5,05,42,009,"(40.0073753643, -78.4911647381)"
Snyder,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Not displayed when count is between 1 and 4.,55,55,42,109,"(40.7711373692, -77.0725596804)"
Lehigh,75.89415528,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,39,39,42,077,"(40.6146479416, -75.6009948118)"
Northumberland,1.521259603,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,49,49,42,097,"(40.8515092572, -76.7118842273)"
Perry,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,No Emergency Department Identified in County.,50,50,42,099,"(40.4041531744, -77.2590738496)"
Franklin,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Not displayed when count is between 1 and 4.,28,28,42,055,"(39.9278619704, -77.7239884483)"
Cumberland,76.30592134,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,21,21,42,041,"(40.167598388, -77.268662705)"
Greene,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,Not displayed when count is between 1 and 4.,30,30,42,059,"(39.8548039342, -80.2294381655)"
Forest,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,Not displayed when count is between 1 and 4.,27,27,42,053,"(41.5135787577, -79.2378099483)"
Delaware,41.83929628,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,23,23,42,045,"(39.9165786652, -75.4062771212)"
Union,50.32258065,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,60,60,42,119,"(40.9647313096, -77.0641580308)"
Franklin,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Not displayed when count is between 1 and 4.,28,28,42,055,"(39.9278619704, -77.7239884483)"
Berks,11.9662426,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,6,06,42,011,"(40.4193963513, -75.9307732705)"
Northampton,65.74342566,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.,48,48,42,095,"(40.754595404, -75.3126372576)"
Lackawanna,63.55374078,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,35,35,42,069,"(41.4391006428, -75.6121834524)"
Allegheny,1.398146271,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,2,02,42,003,"(40.4673554298, -79.9861984282)"
Clarion,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,Not displayed when count is between 1 and 4.,16,16,42,031,"(41.1927912877, -79.4248360769)"
Pike,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,No Emergency Department Identified in County.,52,52,42,103,"(41.332571995, -75.0327092448)"
Delaware,2.337540907,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,23,23,42,045,"(39.9165786652, -75.4062771212)"
Centre,6.903693476,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,14,14,42,027,"(40.9193135008, -77.8250011212)"
